episode_id,t_step,event_type,phase,risk_before,risk_after,world_x,world_y,world_z,resolved_by,resume_success
drawer-texture-s2-octo-ep001,9,fallback,close_drawer,0.700789,0.398029,-0.07701,-0.345676,0.174099,fallback_planner,True
drawer-texture-s2-octo-ep001,10,fallback,close_drawer,0.634374,0.331614,0.18274,-0.025893,0.143259,fallback_planner,True
drawer-texture-s2-octo-ep002,0,fallback,open_drawer,0.758899,0.452139,-0.027541,0.506772,0.369176,fallback_planner,True
drawer-texture-s2-octo-ep002,1,fallback,open_drawer,0.73169,0.42493,0.238636,0.14733,0.374051,fallback_planner,True
drawer-texture-s2-octo-ep002,2,fallback,grasp_block,0.724404,0.417644,-0.324233,0.402154,0.352236,fallback_planner,True
drawer-texture-s2-octo-ep002,3,fallback,grasp_block,0.698036,0.391276,-0.129052,-0.064391,0.32843,fallback_planner,True
drawer-texture-s2-octo-ep002,4,fallback,grasp_block,0.685838,0.379078,-0.184682,0.483136,0.311334,fallback_planner,True
drawer-texture-s2-octo-ep002,5,fallback,grasp_block,0.650283,0.343523,0.11022,0.393931,0.261261,fallback_planner,True
drawer-texture-s2-octo-ep002,6,fallback,place_in_bin,0.65032,0.34356,0.376866,-0.031534,0.242383,fallback_planner,True
drawer-texture-s2-octo-ep002,7,fallback,place_in_bin,0.611477,0.304717,-0.103632,0.475117,0.216486,fallback_planner,True
drawer-texture-s2-octo-ep002,8,fallback,close_drawer,0.56476,0.258,-0.341087,0.064156,0.212528,fallback_planner,True
drawer-texture-s2-octo-ep002,9,fallback,close_drawer,0.525499,0.218739,0.344051,0.29142,0.180825,fallback_planner,True
drawer-texture-s2-octo-ep002,10,pause,close_drawer,0.484907,0.364907,-0.041839,-0.246144,0.137696,reobserve,True
drawer-texture-s2-octo-ep003,0,fallback,open_drawer,0.777274,0.470514,0.169782,0.434356,0.358688,fallback_planner,True
drawer-texture-s2-octo-ep003,1,fallback,open_drawer,0.740716,0.433956,0.216949,0.42411,0.378126,fallback_planner,True
drawer-texture-s2-octo-ep003,2,fallback,grasp_block,0.726574,0.419814,-0.154608,-0.280909,0.323189,fallback_planner,True
drawer-texture-s2-octo-ep003,3,fallback,grasp_block,0.706354,0.399594,-0.349452,0.502134,0.29349,fallback_planner,True
drawer-texture-s2-octo-ep003,4,fallback,grasp_block,0.67237,0.36561,-0.334553,-0.310165,0.302049,fallback_planner,True
drawer-texture-s2-octo-ep003,5,fallback,grasp_block,0.667125,0.360365,-0.127742,0.203411,0.251024,fallback_planner,True
drawer-texture-s2-octo-ep003,6,fallback,place_in_bin,0.631204,0.324444,0.486199,0.463037,0.234848,fallback_planner,True
drawer-texture-s2-octo-ep003,7,fallback,place_in_bin,0.598621,0.291861,0.170349,-0.350706,0.212572,fallback_planner,True
drawer-texture-s2-octo-ep003,8,fallback,close_drawer,0.558434,0.251674,0.336925,-0.08115,0.202756,fallback_planner,True
drawer-texture-s2-octo-ep003,9,fallback,close_drawer,0.517561,0.210801,0.120871,-0.061814,0.177143,fallback_planner,True
drawer-texture-s2-octo-ep003,10,pause,close_drawer,0.480211,0.360211,0.471835,0.042309,0.130125,reobserve,True
drawer-texture-s2-octo-ep004,0,fallback,open_drawer,0.767459,0.460699,-0.273913,-0.148567,0.402067,fallback_planner,True
drawer-texture-s2-octo-ep004,1,fallback,open_drawer,0.758116,0.451356,0.144557,-0.270075,0.357568,fallback_planner,True
drawer-texture-s2-octo-ep004,2,fallback,open_drawer,0.779054,0.474294,0.192608,0.048761,0.339743,fallback_planner,True
drawer-texture-s2-octo-ep004,3,fallback,grasp_block,0.766204,0.461444,0.335501,0.521367,0.303459,fallback_planner,True
drawer-texture-s2-octo-ep004,4,fallback,grasp_block,0.741751,0.436991,-0.400397,0.12362,0.287789,fallback_planner,True
drawer-texture-s2-octo-ep004,5,fallback,grasp_block,0.739852,0.435092,-0.437455,0.045257,0.288581,fallback_planner,True
drawer-texture-s2-octo-ep004,6,fallback,place_in_bin,0.708008,0.403248,0.069656,0.347958,0.273443,fallback_planner,True
drawer-texture-s2-octo-ep004,7,fallback,place_in_bin,0.781142,0.478382,-0.319125,0.25344,0.23239,fallback_planner,True
drawer-texture-s2-octo-ep004,8,fallback,close_drawer,0.716917,0.414157,0.487292,0.138338,0.17998,fallback_planner,True
drawer-texture-s2-octo-ep004,9,fallback,close_drawer,0.683401,0.380641,-0.265118,-0.326793,0.174413,fallback_planner,True
drawer-texture-s2-octo-ep004,10,fallback,close_drawer,0.643134,0.340374,0.47675,0.093277,0.110944,fallback_planner,True
drawer-occlusion-s0-openvla-ep000,0,pause,open_drawer,0.213956,0.093956,-0.212799,-0.220755,0.361452,reobserve,True
drawer-occlusion-s0-openvla-ep000,1,resume,grasp_block,0.1966,0.1966,0.32551,-0.001594,0.343544,policy,True
drawer-occlusion-s0-openvla-ep001,0,pause,open_drawer,0.215908,0.095908,0.033603,-0.058454,0.365543,reobserve,True
drawer-occlusion-s0-openvla-ep001,1,resume,grasp_block,0.196762,0.196762,-0.243345,-0.507741,0.356983,policy,True
drawer-occlusion-s0-openvla-ep002,0,pause,open_drawer,0.214079,0.094079,0.112244,-0.38627,0.34159,reobserve,True
drawer-occlusion-s0-openvla-ep002,1,resume,grasp_block,0.195046,0.195046,-0.002354,-0.088623,0.349198,policy,True
drawer-occlusion-s0-openvla-ep003,0,pause,open_drawer,0.216169,0.096169,-0.138595,0.204607,0.382576,reobserve,True
drawer-occlusion-s0-openvla-ep003,1,resume,grasp_block,0.196912,0.196912,-0.026225,0.147011,0.3145,policy,True
drawer-occlusion-s0-openvla-ep004,0,pause,open_drawer,0.214061,0.094061,-0.116306,0.034753,0.358643,reobserve,True
drawer-occlusion-s0-openvla-ep004,1,resume,grasp_block,0.178045,0.178045,-0.211405,-0.31938,0.322093,policy,True
drawer-occlusion-s0-octo-ep000,0,pause,open_drawer,0.309814,0.189814,-0.527917,0.138942,0.3751,reobserve,True
drawer-occlusion-s0-octo-ep000,7,resume,close_drawer,0.182987,0.182987,-0.214967,-0.456792,0.129519,policy,True
drawer-occlusion-s0-octo-ep001,0,pause,open_drawer,0.328797,0.208797,-0.55653,0.037177,0.374686,reobserve,True
drawer-occlusion-s0-octo-ep001,5,resume,close_drawer,0.190706,0.190706,0.540509,0.102316,0.201295,policy,True
drawer-occlusion-s0-octo-ep002,0,pause,open_drawer,0.308145,0.188145,-0.035871,0.219541,0.358916,reobserve,True
drawer-occlusion-s0-octo-ep002,5,resume,close_drawer,0.180907,0.180907,-0.371508,0.024615,0.188191,policy,True
drawer-occlusion-s0-octo-ep003,0,pause,open_drawer,0.311542,0.191542,0.138926,-0.082649,0.3957,reobserve,True
drawer-occlusion-s0-octo-ep003,5,resume,close_drawer,0.17934,0.17934,0.142094,-0.051414,0.227539,policy,True
drawer-occlusion-s0-octo-ep004,0,pause,open_drawer,0.32227,0.20227,-0.142375,-0.008049,0.360747,reobserve,True
drawer-occlusion-s0-octo-ep004,4,resume,place_in_bin,0.197929,0.197929,-0.451628,-0.388237,0.207574,policy,True
drawer-occlusion-s1-openvla-ep000,0,pause,open_drawer,0.391341,0.271341,0.151912,-0.106102,0.346015,reobserve,True
drawer-occlusion-s1-openvla-ep001,0,pause,open_drawer,0.39821,0.27821,-0.566085,-0.104637,0.386958,reobserve,True
drawer-occlusion-s1-openvla-ep002,0,pause,open_drawer,0.391839,0.271839,-0.504803,-0.104847,0.382046,reobserve,True
drawer-occlusion-s1-openvla-ep002,9,resume,close_drawer,0.196093,0.196093,0.30874,0.44742,0.109481,policy,True
drawer-occlusion-s1-openvla-ep003,0,pause,open_drawer,0.395342,0.275342,-0.03785,0.292786,0.396383,reobserve,True
drawer-occlusion-s1-openvla-ep004,0,pause,open_drawer,0.395325,0.275325,-0.033005,-0.380956,0.342575,reobserve,True
drawer-occlusion-s1-octo-ep000,0,fallback,open_drawer,0.554132,0.243052,-0.354282,-0.384892,0.342167,fallback_planner,True
drawer-occlusion-s1-octo-ep000,1,fallback,open_drawer,0.515087,0.204007,0.103674,-0.401536,0.342275,fallback_planner,True
drawer-occlusion-s1-octo-ep000,2,pause,grasp_block,0.462568,0.342568,0.131986,0.051764,0.331746,reobserve,True
drawer-occlusion-s1-octo-ep001,0,fallback,open_drawer,0.538969,0.227889,-0.350909,-0.309762,0.361619,fallback_planner,True
drawer-occlusion-s1-octo-ep001,1,fallback,open_drawer,0.507173,0.196093,0.150588,0.05013,0.326286,fallback_planner,True
drawer-occlusion-s1-octo-ep001,2,pause,grasp_block,0.466671,0.346671,0.10321,-0.325197,0.331677,reobserve,True
drawer-occlusion-s1-octo-ep002,0,fallback,open_drawer,0.535444,0.224364,-0.221149,0.178732,0.375117,fallback_planner,True
drawer-occlusion-s1-octo-ep002,1,fallback,open_drawer,0.503685,0.192605,0.005797,-0.373045,0.352207,fallback_planner,True
drawer-occlusion-s1-octo-ep002,2,pause,grasp_block,0.456312,0.336312,-0.117181,0.145759,0.314524,reobserve,True
drawer-occlusion-s1-octo-ep003,0,fallback,open_drawer,0.540474,0.229394,-0.548183,-0.040935,0.364512,fallback_planner,True
drawer-occlusion-s1-octo-ep003,1,fallback,grasp_block,0.505895,0.194815,0.386495,-0.171751,0.345024,fallback_planner,True
drawer-occlusion-s1-octo-ep003,2,pause,grasp_block,0.45667,0.33667,0.390138,0.209753,0.327708,reobserve,True
drawer-occlusion-s1-octo-ep004,0,fallback,open_drawer,0.537101,0.226021,0.160146,0.213151,0.388809,fallback_planner,True
drawer-occlusion-s1-octo-ep004,1,pause,open_drawer,0.490576,0.370576,-0.066043,0.43179,0.314919,reobserve,True
drawer-occlusion-s2-openvla-ep000,0,fallback,open_drawer,0.728315,0.421715,-0.142685,0.431179,0.381407,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,1,fallback,open_drawer,0.695011,0.388411,-0.280624,0.228906,0.337148,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,2,fallback,grasp_block,0.648102,0.341502,0.210249,0.231877,0.343532,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,3,fallback,grasp_block,0.643928,0.337328,-0.028662,-0.34675,0.300513,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,4,fallback,grasp_block,0.619473,0.312873,-0.385224,-0.077871,0.294694,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,5,fallback,place_in_bin,0.576049,0.269449,-0.146331,0.129514,0.267272,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,6,fallback,place_in_bin,0.58504,0.27844,-0.425097,0.299759,0.239094,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,7,fallback,close_drawer,0.538459,0.231859,-0.154512,0.216867,0.234335,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,8,fallback,close_drawer,0.501325,0.194725,-0.253682,-0.362541,0.190854,fallback_planner,True
drawer-occlusion-s2-openvla-ep000,9,pause,close_drawer,0.437818,0.317818,0.466082,-0.09728,0.162689,reobserve,True
drawer-occlusion-s2-openvla-ep001,0,fallback,open_drawer,0.729261,0.422661,0.306367,-0.18677,0.364732,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,1,fallback,open_drawer,0.69318,0.38658,0.174352,0.423815,0.357466,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,2,fallback,grasp_block,0.650361,0.343761,0.036771,-0.285518,0.339452,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,3,fallback,grasp_block,0.658385,0.351785,-0.072433,-0.013121,0.29327,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,4,fallback,grasp_block,0.616209,0.309609,0.450821,0.463575,0.265577,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,5,fallback,place_in_bin,0.577022,0.270422,0.278003,-0.033977,0.270636,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,6,fallback,place_in_bin,0.572081,0.265481,0.499265,-0.178029,0.234676,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,7,fallback,place_in_bin,0.545473,0.238873,0.138415,0.488513,0.235942,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,8,fallback,close_drawer,0.504362,0.197762,0.153792,-0.277796,0.191006,fallback_planner,True
drawer-occlusion-s2-openvla-ep001,9,pause,close_drawer,0.465361,0.345361,-0.34111,0.490804,0.137463,reobserve,True
drawer-occlusion-s2-openvla-ep002,0,fallback,open_drawer,0.735925,0.429325,-0.364297,0.018123,0.381631,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,1,fallback,open_drawer,0.693663,0.387063,-0.480044,0.023241,0.383905,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,2,fallback,open_drawer,0.660085,0.353485,0.109121,-0.223968,0.329326,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,3,fallback,grasp_block,0.649779,0.343179,0.312285,-0.015427,0.345843,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,4,fallback,grasp_block,0.619571,0.312971,-0.389327,-0.295235,0.314374,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,5,fallback,place_in_bin,0.581395,0.274795,0.426396,-0.178426,0.2488,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,6,fallback,place_in_bin,0.579901,0.273301,0.09968,0.13717,0.23092,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,7,fallback,close_drawer,0.531449,0.224849,-0.073607,-0.097054,0.215342,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,8,fallback,close_drawer,0.507101,0.200501,0.075071,0.355025,0.183088,fallback_planner,True
drawer-occlusion-s2-openvla-ep002,9,pause,close_drawer,0.432252,0.312252,0.096978,-0.063316,0.148089,reobserve,True
drawer-occlusion-s2-openvla-ep003,0,fallback,open_drawer,0.725149,0.418549,0.221644,-0.036451,0.369585,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,1,fallback,open_drawer,0.693636,0.387036,0.25396,0.388026,0.383805,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,2,fallback,grasp_block,0.653277,0.346677,0.158295,0.292166,0.303295,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,3,fallback,grasp_block,0.649297,0.342697,-0.335192,0.016353,0.315349,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,4,fallback,grasp_block,0.611868,0.305268,-0.412249,0.490128,0.302051,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,5,fallback,place_in_bin,0.573637,0.267037,-0.198634,-0.2868,0.275797,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,6,fallback,place_in_bin,0.569524,0.262924,0.271556,-0.188118,0.229533,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,7,fallback,close_drawer,0.503042,0.196442,0.448783,-0.081256,0.183566,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,8,fallback,close_drawer,0.50713,0.20053,-0.072537,0.018272,0.149546,fallback_planner,True
drawer-occlusion-s2-openvla-ep003,9,pause,close_drawer,0.42569,0.30569,0.179062,-0.034392,0.136033,reobserve,True
drawer-occlusion-s2-openvla-ep004,0,fallback,open_drawer,0.732829,0.426229,-0.362694,-0.286849,0.366882,fallback_planner,True
drawer-occlusion-s2-openvla-ep004,1,fallback,open_drawer,0.693072,0.386472,-0.561425,0.157202,0.360319,fallback_planner,True
drawer-occlusion-s2-openvla-ep004,2,fallback,grasp_block,0.653467,0.346867,0.017573,0.428283,0.343805,fallback_planner,True
drawer-occlusion-s2-openvla-ep004,3,fallback,grasp_block,0.658873,0.352273,-0.111762,0.073392,0.299119,fallback_planner,True
drawer-occlusion-s2-openvla-ep004,4,fallback,grasp_block,0.619675,0.313075,-0.29152,0.157761,0.268908,fallback_planner,True
drawer-occlusion-s2-openvla-ep004,5,fallback,place_in_bin,0.577525,0.270925,-0.345725,-0.235056,0.270552,fallback_planner,True
drawer-occlusion-s2-openvla-ep004,6,fallback,place_in_bin,0.539605,0.233005,-0.218822,0.298433,0.226398,fallback_planner,True
drawer-occlusion-s2-openvla-ep004,7,fallback,close_drawer,0.500655,0.194055,0.300039,-0.186933,0.206237,fallback_planner,True
drawer-occlusion-s2-openvla-ep004,8,pause,close_drawer,0.464519,0.344519,-0.028936,0.410781,0.190126,reobserve,True
drawer-occlusion-s2-octo-ep000,0,fallback,open_drawer,0.796916,0.490316,0.105551,0.119123,0.360251,fallback_planner,True
drawer-occlusion-s2-octo-ep000,1,fallback,open_drawer,0.774308,0.467708,0.331111,0.175395,0.342272,fallback_planner,True
drawer-occlusion-s2-octo-ep000,2,fallback,open_drawer,0.75927,0.45267,-0.357014,0.094021,0.366046,fallback_planner,True
drawer-occlusion-s2-octo-ep000,3,fallback,grasp_block,0.72771,0.42111,0.406109,0.228658,0.296872,fallback_planner,True
drawer-occlusion-s2-octo-ep000,4,fallback,grasp_block,0.708965,0.402365,0.000879,0.454003,0.325975,fallback_planner,True
drawer-occlusion-s2-octo-ep000,5,fallback,grasp_block,0.687008,0.380408,-0.427055,-0.257922,0.297664,fallback_planner,True
drawer-occlusion-s2-octo-ep000,6,fallback,place_in_bin,0.654604,0.348004,-0.379647,0.454052,0.253981,fallback_planner,True
drawer-occlusion-s2-octo-ep000,7,fallback,place_in_bin,0.638631,0.332031,-0.195328,-0.27923,0.199305,fallback_planner,True
drawer-occlusion-s2-octo-ep000,8,fallback,close_drawer,0.581296,0.274696,-0.400976,-0.155009,0.165794,fallback_planner,True
drawer-occlusion-s2-octo-ep000,9,fallback,close_drawer,0.544909,0.238309,0.189298,0.008789,0.166433,fallback_planner,True
drawer-occlusion-s2-octo-ep000,10,fallback,close_drawer,0.501617,0.195017,0.16087,0.080665,0.151629,fallback_planner,True
drawer-occlusion-s2-octo-ep001,0,fallback,open_drawer,0.795281,0.488681,0.403002,0.303165,0.356976,fallback_planner,True
drawer-occlusion-s2-octo-ep001,1,fallback,open_drawer,0.773565,0.466965,-0.15045,0.303486,0.380253,fallback_planner,True
drawer-occlusion-s2-octo-ep001,2,fallback,grasp_block,0.750435,0.443835,0.22317,0.230694,0.339638,fallback_planner,True
drawer-occlusion-s2-octo-ep001,3,fallback,grasp_block,0.725815,0.419215,0.197483,-0.080346,0.31024,fallback_planner,True
drawer-occlusion-s2-octo-ep001,4,fallback,grasp_block,0.73038,0.42378,0.254592,0.445675,0.319469,fallback_planner,True
drawer-occlusion-s2-octo-ep001,5,fallback,grasp_block,0.682865,0.376265,-0.124379,-0.172585,0.260029,fallback_planner,True
drawer-occlusion-s2-octo-ep001,6,fallback,place_in_bin,0.658061,0.351461,0.055978,0.156127,0.234501,fallback_planner,True
drawer-occlusion-s2-octo-ep001,7,fallback,place_in_bin,0.640105,0.333505,-0.311198,-0.270304,0.220373,fallback_planner,True
drawer-occlusion-s2-octo-ep001,8,fallback,close_drawer,0.607869,0.301269,-0.25006,0.487144,0.209925,fallback_planner,True
drawer-occlusion-s2-octo-ep001,9,fallback,close_drawer,0.560067,0.253467,0.124098,0.191825,0.196226,fallback_planner,True
drawer-occlusion-s2-octo-ep001,10,fallback,close_drawer,0.516291,0.209691,0.212421,0.189943,0.163843,fallback_planner,True
drawer-occlusion-s2-octo-ep002,0,fallback,open_drawer,0.799299,0.492699,-0.288896,0.369967,0.374717,fallback_planner,True
drawer-occlusion-s2-octo-ep002,1,fallback,open_drawer,0.775508,0.468908,-0.308444,0.137899,0.366912,fallback_planner,True
drawer-occlusion-s2-octo-ep002,2,fallback,open_drawer,0.765141,0.458541,-0.063961,-0.020811,0.314841,fallback_planner,True
drawer-occlusion-s2-octo-ep002,3,fallback,grasp_block,0.727636,0.421036,-0.093516,-0.231414,0.307659,fallback_planner,True
drawer-occlusion-s2-octo-ep002,4,fallback,grasp_block,0.715264,0.408664,0.124079,-0.30942,0.308184,fallback_planner,True
drawer-occlusion-s2-octo-ep002,5,fallback,grasp_block,0.694154,0.387554,-0.12243,-0.275325,0.259882,fallback_planner,True
drawer-occlusion-s2-octo-ep002,6,fallback,place_in_bin,0.679145,0.372545,-0.399471,0.171449,0.249926,fallback_planner,True
drawer-occlusion-s2-octo-ep002,7,fallback,place_in_bin,0.654331,0.347731,-0.108018,-0.193123,0.245826,fallback_planner,True
drawer-occlusion-s2-octo-ep002,8,fallback,close_drawer,0.66816,0.36356,-0.16092,-0.249452,0.187847,fallback_planner,True
drawer-occlusion-s2-octo-ep002,9,fallback,close_drawer,0.626973,0.322373,0.040974,-0.072263,0.18994,fallback_planner,True
drawer-occlusion-s2-octo-ep002,10,fallback,close_drawer,0.590638,0.286038,0.335438,-0.226291,0.144493,fallback_planner,True
drawer-occlusion-s2-octo-ep003,0,fallback,open_drawer,0.787644,0.481044,0.105361,0.337047,0.359329,fallback_planner,True
drawer-occlusion-s2-octo-ep003,1,fallback,open_drawer,0.772454,0.465854,-0.416231,-0.172889,0.376845,fallback_planner,True
drawer-occlusion-s2-octo-ep003,2,fallback,grasp_block,0.750497,0.443897,0.040878,-0.112192,0.341702,fallback_planner,True
drawer-occlusion-s2-octo-ep003,3,fallback,grasp_block,0.714645,0.408045,-0.233421,-0.260243,0.30609,fallback_planner,True
drawer-occlusion-s2-octo-ep003,4,fallback,grasp_block,0.69368,0.38708,0.375037,-0.197014,0.277267,fallback_planner,True
drawer-occlusion-s2-octo-ep003,5,fallback,grasp_block,0.670426,0.363826,-0.407239,0.447886,0.285164,fallback_planner,True
drawer-occlusion-s2-octo-ep003,6,fallback,place_in_bin,0.659218,0.352618,0.329114,-0.19794,0.225308,fallback_planner,True
drawer-occlusion-s2-octo-ep003,7,fallback,place_in_bin,0.636775,0.330175,0.088099,-0.10669,0.225517,fallback_planner,True
drawer-occlusion-s2-octo-ep003,8,fallback,close_drawer,0.582135,0.275535,0.163633,0.392039,0.203071,fallback_planner,True
drawer-occlusion-s2-octo-ep003,9,fallback,close_drawer,0.551975,0.245375,-0.253376,0.463197,0.179689,fallback_planner,True
drawer-occlusion-s2-octo-ep003,10,fallback,close_drawer,0.578476,0.273876,0.285795,0.499874,0.143412,fallback_planner,True
drawer-occlusion-s2-octo-ep004,0,fallback,open_drawer,0.797857,0.491257,-0.544,0.045873,0.37627,fallback_planner,True
drawer-occlusion-s2-octo-ep004,1,fallback,open_drawer,0.777751,0.471151,-0.181327,0.150914,0.366968,fallback_planner,True
drawer-occlusion-s2-octo-ep004,2,fallback,grasp_block,0.752504,0.445904,-0.082518,-0.310525,0.366011,fallback_planner,True
drawer-occlusion-s2-octo-ep004,3,fallback,grasp_block,0.743765,0.437165,0.274713,0.208311,0.296024,fallback_planner,True
drawer-occlusion-s2-octo-ep004,4,fallback,grasp_block,0.713344,0.406744,-0.235297,-0.202886,0.296353,fallback_planner,True
drawer-occlusion-s2-octo-ep004,5,fallback,grasp_block,0.748867,0.444267,0.214359,0.437433,0.302211,fallback_planner,True
drawer-occlusion-s2-octo-ep004,6,fallback,place_in_bin,0.730494,0.425894,-0.476548,0.351263,0.273318,fallback_planner,True
drawer-occlusion-s2-octo-ep004,7,fallback,place_in_bin,0.782747,0.480147,-0.051414,-0.283977,0.260193,fallback_planner,True
drawer-occlusion-s2-octo-ep004,8,fallback,close_drawer,0.747062,0.444462,0.447388,-0.298137,0.222274,fallback_planner,True
drawer-occlusion-s2-octo-ep004,9,fallback,close_drawer,0.704448,0.401848,-0.200526,0.218207,0.167299,fallback_planner,True
drawer-occlusion-s2-octo-ep004,10,fallback,close_drawer,0.659203,0.356603,-0.318413,-0.097256,0.139873,fallback_planner,True
drawer-sensor-s0-openvla-ep000,0,pause,open_drawer,0.214179,0.094179,-0.424554,-0.227615,0.381485,reobserve,True
drawer-sensor-s0-openvla-ep000,1,resume,grasp_block,0.196062,0.196062,-0.079342,0.205676,0.3479,policy,True
drawer-sensor-s0-openvla-ep001,0,pause,open_drawer,0.212275,0.092275,-0.008994,-0.049973,0.346016,reobserve,True
drawer-sensor-s0-openvla-ep001,1,resume,grasp_block,0.189493,0.189493,-0.018206,-0.393704,0.338008,policy,True
drawer-sensor-s0-openvla-ep002,0,pause,open_drawer,0.212247,0.092247,-0.149321,-0.410937,0.341897,reobserve,True
drawer-sensor-s0-openvla-ep002,1,resume,grasp_block,0.195681,0.195681,0.289856,0.314818,0.348616,policy,True
drawer-sensor-s0-openvla-ep003,0,pause,open_drawer,0.212044,0.092044,-0.510623,0.165331,0.39234,reobserve,True
drawer-sensor-s0-openvla-ep003,1,resume,grasp_block,0.19512,0.19512,0.217391,0.236456,0.321793,policy,True
drawer-sensor-s0-openvla-ep004,0,pause,open_drawer,0.212033,0.092033,0.275361,0.313608,0.347268,reobserve,True
drawer-sensor-s0-openvla-ep004,1,resume,grasp_block,0.189692,0.189692,0.347898,0.236723,0.336013,policy,True
drawer-sensor-s0-octo-ep000,0,pause,open_drawer,0.305046,0.185046,0.248915,-0.263569,0.348108,reobserve,True
drawer-sensor-s0-octo-ep000,4,resume,place_in_bin,0.196715,0.196715,0.052668,-0.130679,0.228343,policy,True
drawer-sensor-s0-octo-ep001,0,pause,open_drawer,0.32084,0.20084,-0.096953,-0.107576,0.368837,reobserve,True
drawer-sensor-s0-octo-ep001,4,resume,place_in_bin,0.183001,0.183001,-0.088261,0.049632,0.227567,policy,True
drawer-sensor-s0-octo-ep002,0,pause,open_drawer,0.308834,0.188834,-0.176307,-0.229911,0.354402,reobserve,True
drawer-sensor-s0-octo-ep002,4,resume,place_in_bin,0.194323,0.194323,-0.070896,-0.062686,0.250891,policy,True
drawer-sensor-s0-octo-ep003,0,pause,open_drawer,0.315217,0.195217,-0.034382,0.079223,0.345971,reobserve,True
drawer-sensor-s0-octo-ep003,4,resume,place_in_bin,0.184614,0.184614,-0.174582,-0.485527,0.204109,policy,True
drawer-sensor-s0-octo-ep004,0,pause,open_drawer,0.3126,0.1926,-0.41667,-0.36807,0.38054,reobserve,True
drawer-sensor-s0-octo-ep004,4,resume,place_in_bin,0.188361,0.188361,-0.41204,-0.192878,0.201077,policy,True
drawer-sensor-s1-openvla-ep000,0,pause,open_drawer,0.398092,0.278092,0.195527,0.05204,0.355954,reobserve,True
drawer-sensor-s1-openvla-ep001,0,pause,open_drawer,0.393277,0.273277,-0.487057,-0.288015,0.348545,reobserve,True
drawer-sensor-s1-openvla-ep001,9,resume,close_drawer,0.196863,0.196863,-0.383595,-0.19247,0.129454,policy,True
drawer-sensor-s1-openvla-ep002,0,pause,open_drawer,0.396619,0.276619,-0.488985,0.244418,0.358206,reobserve,True
drawer-sensor-s1-openvla-ep002,9,resume,close_drawer,0.193301,0.193301,-0.139496,-0.063764,0.145596,policy,True
drawer-sensor-s1-openvla-ep003,0,pause,open_drawer,0.392218,0.272218,-0.427534,0.008453,0.375695,reobserve,True
drawer-sensor-s1-openvla-ep004,0,pause,open_drawer,0.398547,0.278547,-0.437061,0.100785,0.357083,reobserve,True
drawer-sensor-s1-octo-ep000,0,fallback,open_drawer,0.530765,0.219605,-0.523164,0.391461,0.367079,fallback_planner,True
drawer-sensor-s1-octo-ep000,1,pause,open_drawer,0.48613,0.36613,-0.387497,-0.045458,0.360589,reobserve,True
drawer-sensor-s1-octo-ep001,0,fallback,open_drawer,0.53812,0.22696,0.014007,-0.146616,0.392402,fallback_planner,True
drawer-sensor-s1-octo-ep001,1,fallback,grasp_block,0.500909,0.189749,-0.236566,-0.333822,0.319474,fallback_planner,True
drawer-sensor-s1-octo-ep001,2,pause,grasp_block,0.454908,0.334908,-0.019543,-0.098099,0.328216,reobserve,True
drawer-sensor-s1-octo-ep002,0,fallback,open_drawer,0.530533,0.219373,0.067125,0.289052,0.351961,fallback_planner,True
drawer-sensor-s1-octo-ep002,1,pause,grasp_block,0.48708,0.36708,-0.278311,0.276503,0.34457,reobserve,True
drawer-sensor-s1-octo-ep003,0,fallback,open_drawer,0.532902,0.221742,-0.436983,-0.174519,0.387375,fallback_planner,True
