episode_id,t_step,phase,ee_pose,joint_positions,raw_policy_confidence,raw_uncertainty,uncertainty_entropy,uncertainty_variance,calibrated_success_prob,calibrated_failure_risk,gating_state,action_vector,observation_frame_path
drawer-texture-s2-openvla-ep001,6,place_in_bin,"[-0.3694, 0.1667, 0.4966]","[-0.3694, 0.1667, 0.4966,-0.1546, 0.1219, 0.2608,-0.2305]",0.833849,0.452174,0.449728,0.002446,0.69138,0.534707,fallback,"[-0.3694, 0.1667, 0.4966,-0.1546, 0.1219, 0.2608,-0.2305]",
drawer-texture-s2-openvla-ep001,7,place_in_bin,"[-0.0553,-0.2366, 0.0866]","[-0.0553,-0.2366, 0.0866, 0.1894, 0.1408,-0.0905, 0.1648]",0.877795,0.374787,0.371293,0.003493,0.728269,0.459125,pause_reobserve,"[-0.0553,-0.2366, 0.0866, 0.1894, 0.1408,-0.0905, 0.1648]",
drawer-texture-s2-openvla-ep001,8,close_drawer,"[-0.0487,-0.2088, 0.08  ]","[-0.0487,-0.2088, 0.08  , 0.1827, 0.1219,-0.0976, 0.1327]",0.874774,0.380022,0.377208,0.002814,0.725502,0.464508,pause_reobserve,"[-0.0487,-0.2088, 0.08  , 0.1827, 0.1219,-0.0976, 0.1327]",
drawer-texture-s2-openvla-ep001,9,close_drawer,"[-0.2597,-0.284 , 0.0957]","[-0.2597,-0.284 , 0.0957, 0.1628, 0.2229,-0.1086, 0.09  ]",0.876201,0.37683,0.374425,0.002404,0.726804,0.461611,pause_reobserve,"[-0.2597,-0.284 , 0.0957, 0.1628, 0.2229,-0.1086, 0.09  ]",
drawer-texture-s2-openvla-ep001,10,close_drawer,"[-0.4788,-0.1583,-0.1697]","[-0.4788,-0.1583,-0.1697, 0.0803, 0.3381,-0.1764, 0.0501]",0.85261,0.421109,0.418152,0.002956,0.706327,0.504227,fallback,"[-0.4788,-0.1583,-0.1697, 0.0803, 0.3381,-0.1764, 0.0501]",
drawer-texture-s2-openvla-ep002,0,open_drawer,"[-0.0327,-0.1737, 0.1747]","[-0.0327,-0.1737, 0.1747, 0.0848, 0.0951,-0.0396, 0.0377]",0.714847,0.600171,0.597753,0.002418,0.6129,0.687185,fallback,"[-0.0327,-0.1737, 0.1747, 0.0848, 0.0951,-0.0396, 0.0377]",
drawer-texture-s2-openvla-ep002,1,open_drawer,"[-0.0129,-0.1759, 0.1728]","[-0.0129,-0.1759, 0.1728, 0.0878, 0.0946,-0.0387, 0.0409]",0.746077,0.570025,0.566602,0.003422,0.631556,0.653456,fallback,"[-0.0129,-0.1759, 0.1728, 0.0878, 0.0946,-0.0387, 0.0409]",
drawer-texture-s2-openvla-ep002,2,grasp_block,"[ 0.0072,-0.178 , 0.1708]","[ 0.0072,-0.178 , 0.1708, 0.0908, 0.0941,-0.0378, 0.0441]",0.773679,0.537249,0.53479,0.002458,0.64899,0.619635,fallback,"[ 0.0072,-0.178 , 0.1708, 0.0908, 0.0941,-0.0378, 0.0441]",
drawer-texture-s2-openvla-ep002,3,grasp_block,"[-0.0904, 0.0503, 0.1157]","[-0.0904, 0.0503, 0.1157, 0.1044, 0.066 , 0.0042, 0.1418]",0.777396,0.532494,0.530182,0.002312,0.651418,0.614829,fallback,"[-0.0904, 0.0503, 0.1157, 0.1044, 0.066 , 0.0042, 0.1418]",
drawer-texture-s2-openvla-ep002,4,grasp_block,"[-0.0769, 0.0642, 0.1099]","[-0.0769, 0.0642, 0.1099, 0.1082, 0.0635, 0.008 , 0.1515]",0.801762,0.500324,0.497948,0.002375,0.667893,0.582269,fallback,"[-0.0769, 0.0642, 0.1099, 0.1082, 0.0635, 0.008 , 0.1515]",
drawer-texture-s2-openvla-ep002,5,place_in_bin,"[-0.0568, 0.0857, 0.101 ]","[-0.0568, 0.0857, 0.101 , 0.114 , 0.0597, 0.0138, 0.1666]",0.835917,0.44931,0.446376,0.002934,0.692978,0.531677,fallback,"[-0.0568, 0.0857, 0.101 , 0.114 , 0.0597, 0.0138, 0.1666]",
drawer-texture-s2-openvla-ep002,6,place_in_bin,"[-0.0996,-0.2103, 0.0783]","[-0.0996,-0.2103, 0.0783, 0.1164, 0.1576,-0.0874, 0.1041]",0.856023,0.415629,0.412116,0.003513,0.709163,0.498652,pause_reobserve,"[-0.0996,-0.2103, 0.0783, 0.1164, 0.1576,-0.0874, 0.1041]",
drawer-texture-s2-openvla-ep002,7,close_drawer,"[-0.3647, 0.1684, 0.4979]","[-0.3647, 0.1684, 0.4979,-0.1557, 0.1216, 0.2624,-0.2317]",0.852609,0.421135,0.418154,0.002981,0.706326,0.504241,fallback,"[-0.3647, 0.1684, 0.4979,-0.1557, 0.1216, 0.2624,-0.2317]",
drawer-texture-s2-openvla-ep002,8,close_drawer,"[-0.2434,-0.3209, 0.0731]","[-0.2434,-0.3209, 0.0731, 0.1692, 0.2258,-0.1487, 0.0629]",0.872629,0.384687,0.381355,0.003331,0.723563,0.46878,pause_reobserve,"[-0.2434,-0.3209, 0.0731, 0.1692, 0.2258,-0.1487, 0.0629]",
drawer-texture-s2-openvla-ep002,9,close_drawer,"[-0.2336,-0.3158, 0.0643]","[-0.2336,-0.3158, 0.0643, 0.1973, 0.192 ,-0.1596, 0.1117]",0.892538,0.343333,0.341174,0.002158,0.742397,0.429269,pause_reobserve,"[-0.2336,-0.3158, 0.0643, 0.1973, 0.192 ,-0.1596, 0.1117]",
drawer-texture-s2-openvla-ep002,10,close_drawer,"[-0.1923,-0.3481, 0.0816]","[-0.1923,-0.3481, 0.0816, 0.234 , 0.1619,-0.1667, 0.1035]",0.907712,0.3103,0.307798,0.002502,0.758231,0.396919,pause_reobserve,"[-0.1923,-0.3481, 0.0816, 0.234 , 0.1619,-0.1667, 0.1035]",
drawer-texture-s2-openvla-ep003,0,open_drawer,"[-0.0427,-0.1726, 0.1758]","[-0.0427,-0.1726, 0.1758, 0.0832, 0.0953,-0.04  , 0.036 ]",0.697176,0.616154,0.613237,0.002917,0.602751,0.705326,fallback,"[-0.0427,-0.1726, 0.1758, 0.0832, 0.0953,-0.04  , 0.036 ]",
drawer-texture-s2-openvla-ep003,1,open_drawer,"[-0.0149,-0.1756, 0.173 ]","[-0.0149,-0.1756, 0.173 , 0.0875, 0.0947,-0.0388, 0.0406]",0.742706,0.572831,0.570205,0.002626,0.629493,0.656923,fallback,"[-0.0149,-0.1756, 0.173 , 0.0875, 0.0947,-0.0388, 0.0406]",
drawer-texture-s2-openvla-ep003,2,grasp_block,"[ 0.0098,-0.1783, 0.1706]","[ 0.0098,-0.1783, 0.1706, 0.0912, 0.094 ,-0.0377, 0.0446]",0.77767,0.53271,0.52984,0.00287,0.651598,0.614757,fallback,"[ 0.0098,-0.1783, 0.1706, 0.0912, 0.094 ,-0.0377, 0.0446]",
drawer-texture-s2-openvla-ep003,3,grasp_block,"[-0.0912, 0.0493, 0.1161]","[-0.0912, 0.0493, 0.1161, 0.1041, 0.0662, 0.0039, 0.1411]",0.776057,0.535301,0.531851,0.00345,0.650541,0.61711,fallback,"[-0.0912, 0.0493, 0.1161, 0.1041, 0.0662, 0.0039, 0.1411]",
drawer-texture-s2-openvla-ep003,4,grasp_block,"[-0.1017, 0.0332, 0.1227]","[-0.1017, 0.0332, 0.1227, 0.0966, 0.0688,-0.0004, 0.1299]",0.744688,0.570952,0.568094,0.002859,0.630704,0.654772,fallback,"[-0.1017, 0.0332, 0.1227, 0.0966, 0.0688,-0.0004, 0.1299]",
drawer-texture-s2-openvla-ep003,5,place_in_bin,"[-0.0852, 0.051 , 0.1153]","[-0.0852, 0.051 , 0.1153, 0.1011, 0.0656, 0.0044, 0.1424]",0.778986,0.531097,0.528187,0.00291,0.652463,0.613086,fallback,"[-0.0852, 0.051 , 0.1153, 0.1011, 0.0656, 0.0044, 0.1424]",
drawer-texture-s2-openvla-ep003,6,place_in_bin,"[-0.3674, 0.1641, 0.4945]","[-0.3674, 0.1641, 0.4945,-0.1632, 0.1217, 0.2583,-0.2287]",0.802607,0.499083,0.496766,0.002317,0.668483,0.581058,fallback,"[-0.3674, 0.1641, 0.4945,-0.1632, 0.1217, 0.2583,-0.2287]",
drawer-texture-s2-openvla-ep003,7,close_drawer,"[-0.3608, 0.1662, 0.4961]","[-0.3608, 0.1662, 0.4961,-0.1647, 0.1215, 0.2603,-0.2302]",0.828275,0.461016,0.45861,0.002406,0.687127,0.543381,fallback,"[-0.3608, 0.1662, 0.4961,-0.1647, 0.1215, 0.2603,-0.2302]",
drawer-texture-s2-openvla-ep003,8,close_drawer,"[-0.4824,-0.1583,-0.1698]","[-0.4824,-0.1583,-0.1698, 0.0803, 0.3388,-0.1764, 0.0501]",0.853589,0.418804,0.41643,0.002374,0.707136,0.502266,fallback,"[-0.4824,-0.1583,-0.1698, 0.0803, 0.3388,-0.1764, 0.0501]",
drawer-texture-s2-openvla-ep003,9,close_drawer,"[-0.2382,-0.3366, 0.0739]","[-0.2382,-0.3366, 0.0739, 0.2139, 0.2034,-0.146 , 0.128 ]",0.874015,0.381137,0.37868,0.002457,0.724814,0.465754,pause_reobserve,"[-0.2382,-0.3366, 0.0739, 0.2139, 0.2034,-0.146 , 0.128 ]",
drawer-texture-s2-openvla-ep004,0,open_drawer,"[-0.0352,-0.1735, 0.175 ]","[-0.0352,-0.1735, 0.175 , 0.0844, 0.0952,-0.0397, 0.0373]",0.711002,0.604824,0.60125,0.003574,0.61067,0.691742,fallback,"[-0.0352,-0.1735, 0.175 , 0.0844, 0.0952,-0.0397, 0.0373]",
drawer-texture-s2-openvla-ep004,1,open_drawer,"[-0.013 ,-0.1758, 0.1728]","[-0.013 ,-0.1758, 0.1728, 0.0878, 0.0946,-0.0387, 0.0409]",0.745546,0.569779,0.567174,0.002605,0.63123,0.653659,fallback,"[-0.013 ,-0.1758, 0.1728, 0.0878, 0.0946,-0.0387, 0.0409]",
drawer-texture-s2-openvla-ep004,2,grasp_block,"[ 0.0065,-0.1779, 0.1709]","[ 0.0065,-0.1779, 0.1709, 0.0906, 0.0941,-0.0378, 0.044 ]",0.772532,0.538126,0.536197,0.001929,0.648244,0.620818,fallback,"[ 0.0065,-0.1779, 0.1709, 0.0906, 0.0941,-0.0378, 0.044 ]",
drawer-texture-s2-openvla-ep004,3,grasp_block,"[-0.0917, 0.049 , 0.1162]","[-0.0917, 0.049 , 0.1162, 0.1041, 0.0662, 0.0039, 0.1409]",0.775304,0.535683,0.532785,0.002897,0.650049,0.617792,fallback,"[-0.0917, 0.049 , 0.1162, 0.1041, 0.0662, 0.0039, 0.1409]",
drawer-texture-s2-openvla-ep004,4,grasp_block,"[-0.0758, 0.0662, 0.1091]","[-0.0758, 0.0662, 0.1091, 0.1087, 0.0632, 0.0085, 0.153 ]",0.805587,0.495959,0.492556,0.003403,0.670577,0.577403,fallback,"[-0.0758, 0.0662, 0.1091, 0.1087, 0.0632, 0.0085, 0.153 ]",
drawer-texture-s2-openvla-ep004,5,place_in_bin,"[-0.0613, 0.0809, 0.103 ]","[-0.0613, 0.0809, 0.103 , 0.1127, 0.0605, 0.0125, 0.1633]",0.828851,0.460815,0.457702,0.003113,0.687563,0.542844,fallback,"[-0.0613, 0.0809, 0.103 , 0.1127, 0.0605, 0.0125, 0.1633]",
drawer-texture-s2-openvla-ep004,6,place_in_bin,"[-0.3691, 0.1664, 0.4964]","[-0.3691, 0.1664, 0.4964,-0.1545, 0.1219, 0.2606,-0.2304]",0.831461,0.457154,0.45356,0.003594,0.689548,0.539029,fallback,"[-0.3691, 0.1664, 0.4964,-0.1545, 0.1219, 0.2606,-0.2304]",
drawer-texture-s2-openvla-ep004,7,place_in_bin,"[-0.0494,-0.2391, 0.0816]","[-0.0494,-0.2391, 0.0816, 0.187 , 0.0945,-0.0757, 0.1512]",0.877562,0.374611,0.371752,0.002859,0.728054,0.459251,pause_reobserve,"[-0.0494,-0.2391, 0.0816, 0.187 , 0.0945,-0.0757, 0.1512]",
drawer-texture-s2-openvla-ep004,8,close_drawer,"[-0.0411,-0.1992, 0.0653]","[-0.0411,-0.1992, 0.0653, 0.1615, 0.1102,-0.0719, 0.1046]",0.872709,0.384564,0.381203,0.003362,0.723635,0.468648,pause_reobserve,"[-0.0411,-0.1992, 0.0653, 0.1615, 0.1102,-0.0719, 0.1046]",
drawer-texture-s2-openvla-ep004,9,close_drawer,"[-0.2507,-0.2964, 0.0861]","[-0.2507,-0.2964, 0.0861, 0.1762, 0.2345,-0.0994, 0.0915]",0.872632,0.383335,0.38135,0.001984,0.723566,0.468102,pause_reobserve,"[-0.2507,-0.2964, 0.0861, 0.1762, 0.2345,-0.0994, 0.0915]",
drawer-texture-s2-openvla-ep004,10,close_drawer,"[-0.2513,-0.3215, 0.1014]","[-0.2513,-0.3215, 0.1014, 0.1861, 0.2031,-0.1588, 0.1353]",0.891694,0.344995,0.342958,0.002038,0.741558,0.43094,pause_reobserve,"[-0.2513,-0.3215, 0.1014, 0.1861, 0.2031,-0.1588, 0.1353]",
drawer-texture-s2-octo-ep000,0,open_drawer,"[-0.0802,-0.1683, 0.1797]","[-0.0802,-0.1683, 0.1797, 0.0772, 0.0961,-0.0418, 0.0294]",0.618846,0.668707,0.664624,0.004083,0.560287,0.774067,fallback,"[-0.0802,-0.1683, 0.1797, 0.0772, 0.0961,-0.0418, 0.0294]",
drawer-texture-s2-octo-ep000,1,open_drawer,"[-0.0717,-0.1692, 0.1789]","[-0.0717,-0.1692, 0.1789, 0.0784, 0.0959,-0.0415, 0.0308]",0.635621,0.658341,0.655894,0.002446,0.569106,0.760065,fallback,"[-0.0717,-0.1692, 0.1789, 0.0784, 0.0959,-0.0415, 0.0308]",
drawer-texture-s2-octo-ep000,2,open_drawer,"[-0.0509,-0.1714, 0.1768]","[-0.0509,-0.1714, 0.1768, 0.0816, 0.0953,-0.0405, 0.0342]",0.677333,0.631459,0.628862,0.002598,0.591645,0.724084,fallback,"[-0.0509,-0.1714, 0.1768, 0.0816, 0.0953,-0.0405, 0.0342]",
drawer-texture-s2-octo-ep000,3,grasp_block,"[-0.035 ,-0.1731, 0.1753]","[-0.035 ,-0.1731, 0.1753, 0.084 , 0.0949,-0.0398, 0.0367]",0.704777,0.608365,0.60676,0.001605,0.607085,0.697098,fallback,"[-0.035 ,-0.1731, 0.1753, 0.084 , 0.0949,-0.0398, 0.0367]",
drawer-texture-s2-octo-ep000,4,grasp_block,"[-0.1095, 0.0246, 0.1263]","[-0.1095, 0.0246, 0.1263, 0.0974, 0.0702,-0.0028, 0.1238]",0.726392,0.589455,0.586812,0.002643,0.619682,0.675046,fallback,"[-0.1095, 0.0246, 0.1263, 0.0974, 0.0702,-0.0028, 0.1238]",
drawer-texture-s2-octo-ep000,5,grasp_block,"[-0.1001, 0.0342, 0.1223]","[-0.1001, 0.0342, 0.1223, 0.1001, 0.0685,-0.0001, 0.1306]",0.746467,0.568441,0.566181,0.00226,0.631796,0.652424,fallback,"[-0.1001, 0.0342, 0.1223, 0.1001, 0.0685,-0.0001, 0.1306]",
drawer-texture-s2-octo-ep000,6,place_in_bin,"[-0.1129, 0.0161, 0.1297]","[-0.1129, 0.0161, 0.1297, 0.0922, 0.0714,-0.0051, 0.1179]",0.707872,0.60738,0.604044,0.003336,0.608863,0.694827,fallback,"[-0.1129, 0.0161, 0.1297, 0.0922, 0.0714,-0.0051, 0.1179]",
drawer-texture-s2-octo-ep000,7,place_in_bin,"[-0.3646, 0.1579, 0.4897]","[-0.3646, 0.1579, 0.4897,-0.159 , 0.1209, 0.2524,-0.2243]",0.710888,0.604691,0.601353,0.003338,0.610604,0.691742,fallback,"[-0.3646, 0.1579, 0.4897,-0.159 , 0.1209, 0.2524,-0.2243]",
drawer-texture-s2-octo-ep000,8,close_drawer,"[-0.3588, 0.1618, 0.4927]","[-0.3588, 0.1618, 0.4927,-0.1617, 0.1208, 0.2561,-0.227 ]",0.7711,0.539453,0.537941,0.001511,0.647317,0.622409,fallback,"[-0.3588, 0.1618, 0.4927,-0.1617, 0.1208, 0.2561,-0.227 ]",
drawer-texture-s2-octo-ep000,9,close_drawer,"[-0.4787,-0.1581,-0.1634]","[-0.4787,-0.1581,-0.1634, 0.0798, 0.3346,-0.1742, 0.0492]",0.787381,0.519955,0.517404,0.002551,0.658047,0.60193,fallback,"[-0.4787,-0.1581,-0.1634, 0.0798, 0.3346,-0.1742, 0.0492]",
drawer-texture-s2-octo-ep000,10,close_drawer,"[-0.4749,-0.1582,-0.1669]","[-0.4749,-0.1582,-0.1669, 0.0801, 0.3365,-0.1754, 0.0497]",0.82732,0.466265,0.460109,0.006156,0.686407,0.546725,fallback,"[-0.4749,-0.1582,-0.1669, 0.0801, 0.3365,-0.1754, 0.0497]",
drawer-texture-s2-octo-ep001,0,open_drawer,"[-0.0775,-0.1686, 0.1794]","[-0.0775,-0.1686, 0.1794, 0.0776, 0.0961,-0.0417, 0.0299]",0.624033,0.664196,0.662053,0.002143,0.563001,0.769097,fallback,"[-0.0775,-0.1686, 0.1794, 0.0776, 0.0961,-0.0417, 0.0299]",
drawer-texture-s2-octo-ep001,1,open_drawer,"[-0.0705,-0.1693, 0.1788]","[-0.0705,-0.1693, 0.1788, 0.0786, 0.0958,-0.0414, 0.031 ]",0.638502,0.656478,0.654273,0.002205,0.570633,0.757606,fallback,"[-0.0705,-0.1693, 0.1788, 0.0786, 0.0958,-0.0414, 0.031 ]",
drawer-texture-s2-octo-ep001,2,open_drawer,"[-0.0915,-0.1669, 0.181 ]","[-0.0915,-0.1669, 0.181 , 0.073 , 0.0962,-0.0425, 0.0272]",0.585379,0.680591,0.678494,0.002096,0.543005,0.79729,fallback,"[-0.0915,-0.1669, 0.181 , 0.073 , 0.0962,-0.0425, 0.0272]",
drawer-texture-s2-octo-ep001,3,grasp_block,"[-0.0743,-0.1687, 0.1793]","[-0.0743,-0.1687, 0.1793, 0.0753, 0.0958,-0.0417, 0.03  ]",0.625834,0.662995,0.661134,0.001862,0.563946,0.767552,fallback,"[-0.0743,-0.1687, 0.1793, 0.0753, 0.0958,-0.0417, 0.03  ]",
drawer-texture-s2-octo-ep001,4,grasp_block,"[-0.135 ,-0.0073, 0.1393]","[-0.135 ,-0.0073, 0.1393, 0.0863, 0.0756,-0.0114, 0.1014]",0.648127,0.650703,0.648597,0.002107,0.575764,0.749588,fallback,"[-0.135 ,-0.0073, 0.1393, 0.0863, 0.0756,-0.0114, 0.1014]",
drawer-texture-s2-octo-ep001,5,grasp_block,"[-0.1274, 0.0006, 0.1361]","[-0.1274, 0.0006, 0.1361, 0.0883, 0.0742,-0.0092, 0.107 ]",0.66935,0.636609,0.634636,0.001973,0.587254,0.731051,fallback,"[-0.1274, 0.0006, 0.1361, 0.0883, 0.0742,-0.0092, 0.107 ]",
drawer-texture-s2-octo-ep001,6,place_in_bin,"[-0.1444,-0.0223, 0.1455]","[-0.1444,-0.0223, 0.1455, 0.0802, 0.078 ,-0.0155, 0.0908]",0.603959,0.674622,0.671372,0.00325,0.552554,0.784757,fallback,"[-0.1444,-0.0223, 0.1455, 0.0802, 0.078 ,-0.0155, 0.0908]",
drawer-texture-s2-octo-ep001,7,place_in_bin,"[-0.365 , 0.1542, 0.4867]","[-0.365 , 0.1542, 0.4867,-0.1664, 0.1207, 0.2489,-0.2216]",0.637591,0.657124,0.65479,0.002335,0.57015,0.758412,fallback,"[-0.365 , 0.1542, 0.4867,-0.1664, 0.1207, 0.2489,-0.2216]",
drawer-texture-s2-octo-ep001,8,close_drawer,"[-0.3585, 0.1563, 0.4883]","[-0.3585, 0.1563, 0.4883,-0.1679, 0.1204, 0.2509,-0.2231]",0.681104,0.629398,0.626033,0.003365,0.593734,0.720965,fallback,"[-0.3585, 0.1563, 0.4883,-0.1679, 0.1204, 0.2509,-0.2231]",
drawer-texture-s2-octo-ep001,9,close_drawer,"[-0.476 ,-0.158 ,-0.1572]","[-0.476 ,-0.158 ,-0.1572, 0.0686, 0.3308,-0.172 , 0.0483]",0.702142,0.612733,0.609036,0.003696,0.605577,0.700789,fallback,"[-0.476 ,-0.158 ,-0.1572, 0.0686, 0.3308,-0.172 , 0.0483]",
drawer-texture-s2-octo-ep001,10,close_drawer,"[-0.4727,-0.1581,-0.1615]","[-0.4727,-0.1581,-0.1615, 0.0688, 0.3331,-0.1735, 0.0489]",0.762,0.551728,0.548762,0.002966,0.64149,0.634374,fallback,"[-0.4727,-0.1581,-0.1615, 0.0688, 0.3331,-0.1735, 0.0489]",
drawer-texture-s2-octo-ep002,0,open_drawer,"[-0.0719,-0.1693, 0.1788]","[-0.0719,-0.1693, 0.1788, 0.0785, 0.096 ,-0.0415, 0.0309]",0.637201,0.657684,0.655009,0.002675,0.569943,0.758899,fallback,"[-0.0719,-0.1693, 0.1788, 0.0785, 0.096 ,-0.0415, 0.0309]",
drawer-texture-s2-octo-ep002,1,open_drawer,"[-0.0561,-0.171 , 0.1773]","[-0.0561,-0.171 , 0.1773, 0.0809, 0.0955,-0.0407, 0.0335]",0.66843,0.63688,0.635283,0.001597,0.58675,0.73169,fallback,"[-0.0561,-0.171 , 0.1773, 0.0809, 0.0955,-0.0407, 0.0335]",
drawer-texture-s2-octo-ep002,2,grasp_block,"[-0.051 ,-0.1714, 0.1769]","[-0.051 ,-0.1714, 0.1769, 0.0816, 0.0953,-0.0405, 0.0342]",0.676355,0.631018,0.629585,0.001433,0.591105,0.724404,fallback,"[-0.051 ,-0.1714, 0.1769, 0.0816, 0.0953,-0.0405, 0.0342]",
drawer-texture-s2-octo-ep002,3,grasp_block,"[-0.1188, 0.0147, 0.1303]","[-0.1188, 0.0147, 0.1303, 0.0948, 0.072 ,-0.0054, 0.1169]",0.703484,0.608762,0.607881,0.00088,0.606344,0.698036,fallback,"[-0.1188, 0.0147, 0.1303, 0.0948, 0.072 ,-0.0054, 0.1169]",
drawer-texture-s2-octo-ep002,4,grasp_block,"[-0.1133, 0.02  , 0.1282]","[-0.1133, 0.02  , 0.1282, 0.0962, 0.071 ,-0.004 , 0.1206]",0.715879,0.59868,0.596801,0.001878,0.613502,0.685838,fallback,"[-0.1133, 0.02  , 0.1282, 0.0962, 0.071 ,-0.004 , 0.1206]",
drawer-texture-s2-octo-ep002,5,grasp_block,"[-0.0996, 0.0351, 0.1219]","[-9.9608e-02, 3.5147e-02, 1.2194e-01, 1.0031e-01, 6.8299e-02, 9.9674e-05,
  1.3123e-01]",0.748248,0.566351,0.564249,0.002101,0.632893,0.650283,fallback,"[-9.9608e-02, 3.5147e-02, 1.2194e-01, 1.0031e-01, 6.8299e-02, 9.9674e-05,
  1.3123e-01]",
drawer-texture-s2-octo-ep002,6,place_in_bin,"[-0.0978, 0.0351, 0.1219]","[-9.7802e-02, 3.5131e-02, 1.2195e-01, 1.0030e-01, 6.8172e-02, 9.5390e-05,
  1.3122e-01]",0.748258,0.566437,0.564239,0.002198,0.632898,0.65032,fallback,"[-9.7802e-02, 3.5131e-02, 1.2195e-01, 1.0030e-01, 6.8172e-02, 9.5390e-05,
  1.3122e-01]",
drawer-texture-s2-octo-ep002,7,place_in_bin,"[-0.3668, 0.1624, 0.4933]","[-0.3668, 0.1624, 0.4933,-0.1519, 0.1212, 0.2567,-0.2275]",0.78011,0.529363,0.526767,0.002596,0.653204,0.611477,fallback,"[-0.3668, 0.1624, 0.4933,-0.1519, 0.1212, 0.2567,-0.2275]",
drawer-texture-s2-octo-ep002,8,close_drawer,"[-0.3605, 0.165 , 0.4953]","[-0.3605, 0.165 , 0.4953,-0.1535, 0.121 , 0.2592,-0.2293]",0.815024,0.484166,0.478854,0.005312,0.677323,0.56476,fallback,"[-0.3605, 0.165 , 0.4953,-0.1535, 0.121 , 0.2592,-0.2293]",
drawer-texture-s2-octo-ep002,9,close_drawer,"[-0.4817,-0.1583,-0.1681]","[-0.4817,-0.1583,-0.1681, 0.0911, 0.3376,-0.1759, 0.0499]",0.840355,0.443891,0.439079,0.004813,0.696447,0.525499,fallback,"[-0.4817,-0.1583,-0.1681, 0.0911, 0.3376,-0.1759, 0.0499]",
drawer-texture-s2-octo-ep002,10,close_drawer,"[-0.3495,-0.092 ,-0.0094]","[-0.3495,-0.092 ,-0.0094, 0.141 , 0.1097,-0.1225, 0.0296]",0.86362,0.401056,0.398336,0.00272,0.715621,0.484907,pause_reobserve,"[-0.3495,-0.092 ,-0.0094, 0.141 , 0.1097,-0.1225, 0.0296]",
drawer-texture-s2-octo-ep003,0,open_drawer,"[-0.082 ,-0.1681, 0.1799]","[-0.082 ,-0.1681, 0.1799, 0.0769, 0.0962,-0.0419, 0.0291]",0.613043,0.669073,0.667365,0.001707,0.557263,0.777274,fallback,"[-0.082 ,-0.1681, 0.1799, 0.0769, 0.0962,-0.0419, 0.0291]",
drawer-texture-s2-octo-ep003,1,open_drawer,"[-0.0611,-0.1704, 0.1778]","[-0.0611,-0.1704, 0.1778, 0.0801, 0.0956,-0.041 , 0.0326]",0.659237,0.644924,0.641538,0.003386,0.581747,0.740716,fallback,"[-0.0611,-0.1704, 0.1778, 0.0801, 0.0956,-0.041 , 0.0326]",
drawer-texture-s2-octo-ep003,2,grasp_block,"[-0.0523,-0.1713, 0.177 ]","[-0.0523,-0.1713, 0.177 , 0.0814, 0.0954,-0.0406, 0.0339]",0.675002,0.633866,0.630578,0.003288,0.590358,0.726574,fallback,"[-0.0523,-0.1713, 0.177 , 0.0814, 0.0954,-0.0406, 0.0339]",
drawer-texture-s2-octo-ep003,3,grasp_block,"[-0.1216, 0.0112, 0.1318]","[-0.1216, 0.0112, 0.1318, 0.0938, 0.0726,-0.0064, 0.1144]",0.696443,0.61738,0.613846,0.003535,0.602336,0.706354,fallback,"[-0.1216, 0.0112, 0.1318, 0.0938, 0.0726,-0.0064, 0.1144]",
drawer-texture-s2-octo-ep003,4,grasp_block,"[-0.1088, 0.0257, 0.1258]","[-0.1088, 0.0257, 0.1258, 0.0977, 0.07  ,-0.0025, 0.1246]",0.728866,0.587043,0.584381,0.002662,0.621152,0.67237,fallback,"[-0.1088, 0.0257, 0.1258, 0.0977, 0.07  ,-0.0025, 0.1246]",
drawer-texture-s2-octo-ep003,5,grasp_block,"[-0.1052, 0.028 , 0.1249]","[-0.1052, 0.028 , 0.1249, 0.0984, 0.0695,-0.0018, 0.1262]",0.733977,0.582666,0.579261,0.003406,0.624208,0.667125,fallback,"[-0.1052, 0.028 , 0.1249, 0.0984, 0.0695,-0.0018, 0.1262]",
drawer-texture-s2-octo-ep003,6,place_in_bin,"[-0.0908, 0.0433, 0.1186]","[-0.0908, 0.0433, 0.1186, 0.1025, 0.0668, 0.0023, 0.1369]",0.765392,0.549705,0.544782,0.004923,0.643649,0.631204,fallback,"[-0.0908, 0.0433, 0.1186, 0.1025, 0.0668, 0.0023, 0.1369]",
drawer-texture-s2-octo-ep003,7,place_in_bin,"[-0.3662, 0.1631, 0.4939]","[-0.3662, 0.1631, 0.4939,-0.1523, 0.1213, 0.2574,-0.228 ]",0.789306,0.51593,0.514873,0.001057,0.659344,0.598621,fallback,"[-0.3662, 0.1631, 0.4939,-0.1523, 0.1213, 0.2574,-0.228 ]",
drawer-texture-s2-octo-ep003,8,close_drawer,"[-0.3596, 0.1653, 0.4956]","[-0.3596, 0.1653, 0.4956,-0.1538, 0.121 , 0.2595,-0.2296]",0.818294,0.476278,0.473969,0.002309,0.679705,0.558434,fallback,"[-0.3596, 0.1653, 0.4956,-0.1538, 0.121 , 0.2595,-0.2296]",
drawer-texture-s2-octo-ep003,9,close_drawer,"[-0.481 ,-0.1583,-0.1686]","[-0.481 ,-0.1583,-0.1686, 0.0912, 0.3379,-0.1761, 0.05  ]",0.844752,0.435,0.431704,0.003296,0.699939,0.517561,fallback,"[-0.481 ,-0.1583,-0.1686, 0.0912, 0.3379,-0.1761, 0.05  ]",
